T_1904 T_0000164301 M - - - AC3 A04 spoof -
T_2710 T_0000028316 F - - - - bonafide bonafide -
T_0881 T_0000041040 M - - - AC2 A01 spoof -
T_5051 T_0000071182 M - - - AC2 A05 spoof -
T_4797 T_0000158163 F - - - - bonafide bonafide -
T_4300 T_0000158206 F - - - AC2 A01 spoof -
T_1308 T_0000175417 F - - - AC2 A05 spoof -
T_0877 T_0000020749 F - - - - bonafide bonafide -
T_0975 T_0000035998 M - - - AC2 A06 spoof -
T_0012 T_0000080191 M - - - - bonafide bonafide -
T_0497 T_0000058792 M - - - - bonafide bonafide -
T_0497 T_0000042483 M - - - - bonafide bonafide -
T_4459 T_0000040343 F - - - - bonafide bonafide -
T_4787 T_0000108509 F - - - - bonafide bonafide -
T_3567 T_0000106664 F - - - - bonafide bonafide -
T_4175 T_0000028030 M - - - - bonafide bonafide -
T_2324 T_0000156736 F - - - AC2 A08 spoof -
T_0023 T_0000054553 F - - - - bonafide bonafide -
T_4256 T_0000125744 F - - - AC2 A02 spoof -
T_1122 T_0000050370 M - - - AC2 A08 spoof -
T_0866 T_0000036369 M - - - - bonafide bonafide -
T_5033 T_0000082166 M - - - - bonafide bonafide -
T_1145 T_0000035123 F - - - - bonafide bonafide -
T_1307 T_0000002522 M - - - - bonafide bonafide -
T_4030 T_0000048637 M - - - - bonafide bonafide -
T_3839 T_0000057596 M - - - - bonafide bonafide -
T_1976 T_0000114990 F - - - AC2 A02 spoof -
T_4121 T_0000119239 F - - - AC3 A05 spoof -
T_2326 T_0000062662 F - - - AC2 A07 spoof -
T_0934 T_0000051998 M - - - AC2 A07 spoof -
T_0858 T_0000048433 M - - - AC3 A08 spoof -
T_0925 T_0000010550 M - - - - bonafide bonafide -
T_0842 T_0000076308 M - - - AC3 A07 spoof -
T_5104 T_0000148811 M - - - - bonafide bonafide -
T_3106 T_0000153749 F - - - - bonafide bonafide -
T_2455 T_0000099253 F - - - - bonafide bonafide -
T_5257 T_0000156207 M - - - AC2 A05 spoof -
T_4074 T_0000000270 F - - - AC3 A01 spoof -
T_3910 T_0000170830 M - - - - bonafide bonafide -
T_2320 T_0000080952 F - - - - bonafide bonafide -
T_1117 T_0000004085 M - - - - bonafide bonafide -
T_0796 T_0000077310 F - - - AC2 A03 spoof -
T_5453 T_0000035532 F - - - AC3 A06 spoof -
T_1723 T_0000142024 M - - - AC2 A02 spoof -
T_1564 T_0000119177 F - - - - bonafide bonafide -
T_1919 T_0000118045 F - - - - bonafide bonafide -
T_3883 T_0000159553 M - - - - bonafide bonafide -
T_5437 T_0000115215 F - - - - bonafide bonafide -
T_2077 T_0000066539 M - - - AC2 A03 spoof -
T_5432 T_0000144770 F - - - AC3 A05 spoof -
T_1541 T_0000050479 F - - - - bonafide bonafide -
T_3688 T_0000077064 M - - - - bonafide bonafide -
T_0218 T_0000084326 F - - - - bonafide bonafide -
T_1606 T_0000044970 F - - - AC3 A04 spoof -
T_4311 T_0000046118 M - - - - bonafide bonafide -
T_2098 T_0000129703 M - - - - bonafide bonafide -
T_5231 T_0000074940 M - - - AC2 A05 spoof -
T_1255 T_0000121339 F - - - AC3 A06 spoof -
T_0854 T_0000101272 F - - - - bonafide bonafide -
T_3816 T_0000128736 F - - - AC2 A06 spoof -
T_0380 T_0000084095 M - - - - bonafide bonafide -
T_4305 T_0000062889 M - - - AC2 A07 spoof -
T_2416 T_0000151044 F - - - - bonafide bonafide -
T_3198 T_0000029195 F - - - AC3 A06 spoof -
T_0938 T_0000097679 M - - - AC3 A04 spoof -
T_5119 T_0000053708 M - - - AC3 A02 spoof -
T_3725 T_0000154009 F - - - - bonafide bonafide -
T_4175 T_0000179064 M - - - - bonafide bonafide -
T_5432 T_0000064456 F - - - - bonafide bonafide -
T_2131 T_0000078281 F - - - - bonafide bonafide -
T_2149 T_0000083095 M - - - AC2 A03 spoof -
T_4125 T_0000170534 F - - - AC3 A03 spoof -
T_1117 T_0000004694 M - - - - bonafide bonafide -
T_4434 T_0000008679 F - - - AC3 A08 spoof -
T_2211 T_0000083729 F - - - - bonafide bonafide -
T_2070 T_0000060896 M - - - AC3 A03 spoof -
T_2710 T_0000042816 F - - - - bonafide bonafide -
T_1304 T_0000007885 M - - - AC2 A06 spoof -
T_0052 T_0000053767 F - - - - bonafide bonafide -
T_3189 T_0000162777 F - - - - bonafide bonafide -
T_2801 T_0000011218 M - - - AC3 A01 spoof -
T_4192 T_0000120587 F - - - - bonafide bonafide -
T_2578 T_0000160073 F - - - - bonafide bonafide -
T_1606 T_0000091782 F - - - AC2 A05 spoof -
T_1345 T_0000070020 M - - - - bonafide bonafide -
T_3191 T_0000082992 M - - - AC2 A05 spoof -
T_2640 T_0000041065 F - - - AC2 A03 spoof -
T_3828 T_0000122208 M - - - AC3 A05 spoof -
T_2507 T_0000080069 M - - - AC2 A05 spoof -
T_1919 T_0000129909 F - - - - bonafide bonafide -
T_3454 T_0000155807 F - - - - bonafide bonafide -
T_1753 T_0000006924 M - - - - bonafide bonafide -
T_2845 T_0000160195 F - - - - bonafide bonafide -
T_1971 T_0000110734 M - - - - bonafide bonafide -
T_4700 T_0000027303 M - - - - bonafide bonafide -
T_4618 T_0000028451 F - - - - bonafide bonafide -
T_2278 T_0000070670 M - - - - bonafide bonafide -
T_4053 T_0000094703 M - - - AC3 A06 spoof -
T_5207 T_0000034121 M - - - AC2 A05 spoof -
T_0993 T_0000124700 M - - - - bonafide bonafide -
T_2348 T_0000018937 M - - - AC2 A05 spoof -
T_3857 T_0000181209 M - - - AC2 A01 spoof -
T_1032 T_0000060165 F - - - AC3 A07 spoof -
T_1771 T_0000008757 F - - - - bonafide bonafide -
T_4399 T_0000089112 F - - - - bonafide bonafide -
T_4474 T_0000068435 M - - - AC2 A05 spoof -
T_0440 T_0000156066 F - - - AC2 A02 spoof -
T_1032 T_0000152533 F - - - - bonafide bonafide -
T_1128 T_0000031199 M - - - - bonafide bonafide -
T_2626 T_0000084875 F - - - AC2 A07 spoof -
T_4996 T_0000079113 F - - - AC2 A07 spoof -
T_0091 T_0000137078 F - - - AC2 A05 spoof -
T_0217 T_0000119405 M - - - AC2 A06 spoof -
T_3307 T_0000171528 F - - - - bonafide bonafide -
T_4090 T_0000140317 F - - - AC3 A06 spoof -
T_3189 T_0000087663 F - - - - bonafide bonafide -
T_1441 T_0000160142 M - - - - bonafide bonafide -
T_0664 T_0000141411 M - - - AC3 A04 spoof -
T_2449 T_0000069481 M - - - - bonafide bonafide -
T_3217 T_0000064386 F - - - AC2 A07 spoof -
T_2742 T_0000151912 F - - - AC3 A01 spoof -
T_2782 T_0000040502 M - - - AC2 A01 spoof -
T_5023 T_0000105627 M - - - - bonafide bonafide -
T_2193 T_0000179187 F - - - - bonafide bonafide -
T_5251 T_0000167522 M - - - - bonafide bonafide -
T_3189 T_0000031233 F - - - - bonafide bonafide -
T_3624 T_0000094784 M - - - - bonafide bonafide -
T_0499 T_0000176709 F - - - AC2 A04 spoof -
T_5104 T_0000119973 M - - - - bonafide bonafide -
T_2507 T_0000074824 M - - - - bonafide bonafide -
T_4410 T_0000070460 F - - - - bonafide bonafide -
T_2201 T_0000025563 F - - - AC2 A06 spoof -
T_2472 T_0000052785 F - - - - bonafide bonafide -
T_0993 T_0000104943 M - - - - bonafide bonafide -
T_2630 T_0000120431 F - - - - bonafide bonafide -
T_3816 T_0000119959 F - - - - bonafide bonafide -
T_3288 T_0000166216 M - - - - bonafide bonafide -
T_4816 T_0000177940 F - - - AC3 A04 spoof -
T_1122 T_0000154392 M - - - AC2 A04 spoof -
T_3688 T_0000124103 M - - - - bonafide bonafide -
T_4305 T_0000045045 M - - - - bonafide bonafide -
T_4011 T_0000085264 M - - - AC2 A03 spoof -
T_1947 T_0000145572 F - - - AC3 A03 spoof -
T_2101 T_0000176278 F - - - AC2 A01 spoof -
T_3703 T_0000051359 F - - - - bonafide bonafide -
T_4049 T_0000076226 M - - - AC2 A02 spoof -
T_4850 T_0000106064 F - - - - bonafide bonafide -
T_5453 T_0000083546 F - - - AC2 A01 spoof -
T_0411 T_0000101552 F - - - - bonafide bonafide -
T_5224 T_0000097263 M - - - AC2 A08 spoof -
T_3936 T_0000131711 F - - - - bonafide bonafide -
T_5401 T_0000081092 F - - - AC3 A06 spoof -
T_4049 T_0000071322 M - - - - bonafide bonafide -
T_3603 T_0000159004 M - - - AC3 A05 spoof -
T_3280 T_0000144750 M - - - - bonafide bonafide -
T_4859 T_0000052548 M - - - AC2 A04 spoof -
T_1936 T_0000049678 M - - - - bonafide bonafide -
T_1570 T_0000097512 M - - - - bonafide bonafide -
T_0291 T_0000097833 M - - - - bonafide bonafide -
T_3373 T_0000098249 F - - - - bonafide bonafide -
T_5284 T_0000094638 F - - - AC2 A01 spoof -
T_2397 T_0000111543 F - - - - bonafide bonafide -
T_2865 T_0000159468 M - - - AC3 A08 spoof -
T_4075 T_0000007916 M - - - AC2 A04 spoof -
T_0621 T_0000168954 F - - - AC2 A08 spoof -
T_0621 T_0000075277 F - - - AC2 A07 spoof -
T_4766 T_0000063205 M - - - AC2 A03 spoof -
T_3857 T_0000056361 M - - - - bonafide bonafide -
T_2640 T_0000097238 F - - - - bonafide bonafide -
T_0571 T_0000066235 M - - - AC3 A08 spoof -
T_3734 T_0000154102 F - - - - bonafide bonafide -
T_3027 T_0000086492 F - - - AC3 A07 spoof -
T_2176 T_0000096656 F - - - - bonafide bonafide -
T_0332 T_0000031369 M - - - AC2 A08 spoof -
T_3191 T_0000017735 M - - - - bonafide bonafide -
T_3543 T_0000160977 M - - - AC2 A01 spoof -
T_4474 T_0000084812 M - - - - bonafide bonafide -
T_2101 T_0000182059 F - - - AC2 A08 spoof -
T_3229 T_0000149196 M - - - AC3 A05 spoof -
T_3624 T_0000171802 M - - - AC2 A07 spoof -
T_1462 T_0000112240 F - - - - bonafide bonafide -
T_5053 T_0000011023 M - - - - bonafide bonafide -
T_1961 T_0000078046 F - - - - bonafide bonafide -
T_3863 T_0000086015 F - - - - bonafide bonafide -
T_4486 T_0000085964 F - - - AC3 A02 spoof -
T_4474 T_0000151917 M - - - AC2 A01 spoof -
T_0141 T_0000154065 F - - - - bonafide bonafide -
T_0170 T_0000127367 F - - - AC2 A07 spoof -
T_4999 T_0000092600 F - - - AC2 A04 spoof -
T_2578 T_0000096041 F - - - - bonafide bonafide -
T_0877 T_0000081681 F - - - AC3 A04 spoof -
T_0634 T_0000157124 M - - - - bonafide bonafide -
T_1864 T_0000175959 M - - - AC2 A05 spoof -
T_1032 T_0000024966 F - - - - bonafide bonafide -
T_4125 T_0000038667 F - - - AC3 A07 spoof -
T_4447 T_0000016542 M - - - AC2 A02 spoof -
T_3702 T_0000023311 M - - - AC3 A01 spoof -
T_4459 T_0000177094 F - - - AC3 A03 spoof -
T_0664 T_0000035398 M - - - AC2 A04 spoof -
T_3702 T_0000122492 M - - - - bonafide bonafide -
T_0498 T_0000131004 F - - - AC2 A05 spoof -
T_2263 T_0000181468 F - - - AC3 A05 spoof -
T_3839 T_0000137917 M - - - AC3 A03 spoof -
T_5051 T_0000018217 M - - - AC2 A06 spoof -
T_1867 T_0000118297 M - - - AC2 A08 spoof -
T_4286 T_0000166980 F - - - AC3 A04 spoof -
T_4018 T_0000153805 F - - - AC2 A01 spoof -
T_1961 T_0000148167 F - - - - bonafide bonafide -
T_4996 T_0000048301 F - - - - bonafide bonafide -
T_2780 T_0000092138 F - - - AC2 A02 spoof -
T_0676 T_0000111976 M - - - - bonafide bonafide -
T_1939 T_0000091840 M - - - AC2 A05 spoof -
T_4618 T_0000105331 F - - - - bonafide bonafide -
T_5352 T_0000142350 F - - - AC3 A06 spoof -
T_0091 T_0000176646 F - - - - bonafide bonafide -
T_2468 T_0000182137 M - - - - bonafide bonafide -
T_2782 T_0000144648 M - - - AC3 A06 spoof -
T_4090 T_0000052433 F - - - - bonafide bonafide -
T_1737 T_0000151385 F - - - - bonafide bonafide -
T_2416 T_0000026118 F - - - AC3 A03 spoof -
T_3714 T_0000056527 F - - - AC2 A06 spoof -
T_2527 T_0000043632 M - - - - bonafide bonafide -
T_3201 T_0000050122 M - - - AC2 A04 spoof -
T_5352 T_0000154660 F - - - AC3 A02 spoof -
T_1255 T_0000116229 F - - - - bonafide bonafide -
T_1976 T_0000024509 F - - - AC2 A02 spoof -
T_3198 T_0000065059 F - - - AC3 A02 spoof -
T_4467 T_0000138681 F - - - AC3 A01 spoof -
T_2101 T_0000122917 F - - - - bonafide bonafide -
T_2365 T_0000050273 M - - - AC2 A01 spoof -
T_2578 T_0000118155 F - - - AC2 A03 spoof -
T_2588 T_0000067164 F - - - AC2 A06 spoof -
T_4011 T_0000172439 M - - - - bonafide bonafide -
T_1753 T_0000182342 M - - - AC3 A08 spoof -
T_1961 T_0000173707 F - - - - bonafide bonafide -
T_1916 T_0000153942 F - - - AC3 A08 spoof -
T_4486 T_0000151798 F - - - AC2 A06 spoof -
T_3702 T_0000136902 M - - - - bonafide bonafide -
T_2278 T_0000165703 M - - - - bonafide bonafide -
T_1345 T_0000178302 M - - - AC3 A03 spoof -
T_2472 T_0000109509 F - - - - bonafide bonafide -
T_3128 T_0000094193 M - - - AC2 A07 spoof -
T_3373 T_0000014900 F - - - - bonafide bonafide -
T_0668 T_0000132968 F - - - AC3 A01 spoof -
T_3883 T_0000012574 M - - - AC2 A04 spoof -
T_1183 T_0000173170 M - - - AC3 A03 spoof -
T_0393 T_0000053088 F - - - AC2 A03 spoof -
T_4279 T_0000057609 M - - - - bonafide bonafide -
T_2397 T_0000170561 F - - - AC2 A04 spoof -
T_1433 T_0000145675 M - - - - bonafide bonafide -
T_4769 T_0000129036 M - - - - bonafide bonafide -
T_1925 T_0000112814 M - - - AC3 A05 spoof -
T_5389 T_0000141947 F - - - AC2 A02 spoof -
T_2578 T_0000120324 F - - - AC3 A04 spoof -
T_0696 T_0000057406 F - - - AC2 A03 spoof -
T_0770 T_0000027679 M - - - - bonafide bonafide -
T_3181 T_0000134272 F - - - AC2 A06 spoof -
T_5361 T_0000020688 M - - - - bonafide bonafide -
T_3093 T_0000052085 F - - - - bonafide bonafide -
T_0091 T_0000057907 F - - - AC2 A03 spoof -
T_2101 T_0000012337 F - - - AC2 A07 spoof -
T_3191 T_0000174120 M - - - AC2 A01 spoof -
T_1159 T_0000111858 F - - - - bonafide bonafide -
T_3753 T_0000002600 F - - - - bonafide bonafide -
T_2527 T_0000107807 M - - - - bonafide bonafide -
T_5432 T_0000086380 F - - - AC3 A04 spoof -
T_3910 T_0000056976 M - - - AC3 A03 spoof -
T_1428 T_0000172352 F - - - AC3 A02 spoof -
T_4701 T_0000038317 F - - - AC2 A06 spoof -
T_2563 T_0000100976 F - - - - bonafide bonafide -
T_5389 T_0000123907 F - - - - bonafide bonafide -
T_1365 T_0000146731 F - - - AC2 A01 spoof -
T_1939 T_0000026700 M - - - - bonafide bonafide -
T_4781 T_0000047218 M - - - - bonafide bonafide -
T_5023 T_0000056170 M - - - - bonafide bonafide -
T_4125 T_0000151828 F - - - AC3 A05 spoof -
T_4175 T_0000053361 M - - - - bonafide bonafide -
T_3455 T_0000065175 F - - - AC2 A04 spoof -
T_5023 T_0000008290 M - - - - bonafide bonafide -
T_5451 T_0000110940 F - - - AC2 A03 spoof -
T_0818 T_0000029538 M - - - AC3 A07 spoof -
T_3236 T_0000017946 M - - - AC3 A03 spoof -
T_4075 T_0000054619 M - - - - bonafide bonafide -
T_4489 T_0000035072 M - - - AC2 A05 spoof -
T_1779 T_0000083295 F - - - - bonafide bonafide -
T_0052 T_0000028021 F - - - AC2 A02 spoof -
T_4231 T_0000025816 F - - - AC2 A07 spoof -
T_0519 T_0000160297 M - - - AC2 A06 spoof -
T_0668 T_0000033872 F - - - - bonafide bonafide -
T_0635 T_0000181059 F - - - AC2 A08 spoof -
T_2588 T_0000155638 F - - - - bonafide bonafide -
T_1202 T_0000011226 F - - - AC2 A02 spoof -
T_2429 T_0000035392 M - - - - bonafide bonafide -
T_0316 T_0000147958 M - - - - bonafide bonafide -
T_0440 T_0000072041 F - - - - bonafide bonafide -
T_5401 T_0000017051 F - - - - bonafide bonafide -
T_1902 T_0000172765 M - - - - bonafide bonafide -
T_0091 T_0000064272 F - - - - bonafide bonafide -
T_4537 T_0000159765 M - - - AC2 A08 spoof -
T_3288 T_0000088997 M - - - AC3 A03 spoof -
T_5195 T_0000165686 M - - - AC3 A05 spoof -
T_3912 T_0000061546 F - - - AC3 A04 spoof -
T_5207 T_0000152412 M - - - - bonafide bonafide -
T_4011 T_0000128016 M - - - - bonafide bonafide -
T_0842 T_0000010202 M - - - - bonafide bonafide -
T_0380 T_0000086029 M - - - AC2 A02 spoof -
T_0635 T_0000030100 F - - - - bonafide bonafide -
T_3753 T_0000126388 F - - - AC2 A06 spoof -
T_5164 T_0000135818 M - - - AC2 A04 spoof -
T_1428 T_0000153476 F - - - AC3 A02 spoof -
T_0519 T_0000105721 M - - - AC3 A07 spoof -
T_2131 T_0000032648 F - - - - bonafide bonafide -
T_0635 T_0000021066 F - - - - bonafide bonafide -
T_3543 T_0000021807 M - - - AC2 A06 spoof -
T_4346 T_0000163557 F - - - AC3 A08 spoof -
T_4766 T_0000077872 M - - - AC3 A07 spoof -
T_1867 T_0000121110 M - - - AC2 A03 spoof -
T_1645 T_0000164785 F - - - AC3 A01 spoof -
T_5224 T_0000175753 M - - - - bonafide bonafide -
T_2149 T_0000098578 M - - - - bonafide bonafide -
T_5017 T_0000154876 M - - - - bonafide bonafide -
T_3455 T_0000004648 F - - - AC3 A07 spoof -
T_3816 T_0000166018 F - - - AC3 A03 spoof -
T_3603 T_0000024900 M - - - - bonafide bonafide -
T_1779 T_0000039716 F - - - - bonafide bonafide -
T_5231 T_0000128679 M - - - - bonafide bonafide -
T_1613 T_0000166937 M - - - AC2 A08 spoof -
T_0380 T_0000040084 M - - - - bonafide bonafide -
T_4816 T_0000033321 F - - - - bonafide bonafide -
T_2865 T_0000051124 M - - - - bonafide bonafide -
T_5352 T_0000062278 F - - - - bonafide bonafide -
T_4830 T_0000142362 M - - - AC2 A02 spoof -
T_3373 T_0000173770 F - - - - bonafide bonafide -
T_2955 T_0000102662 M - - - AC2 A01 spoof -
T_4362 T_0000037911 M - - - - bonafide bonafide -
T_0298 T_0000112865 F - - - - bonafide bonafide -
T_1074 T_0000010883 F - - - - bonafide bonafide -
T_4203 T_0000081325 F - - - - bonafide bonafide -
T_2216 T_0000019283 F - - - - bonafide bonafide -
T_1660 T_0000144512 M - - - - bonafide bonafide -
T_3454 T_0000055979 F - - - - bonafide bonafide -
T_3217 T_0000159881 F - - - - bonafide bonafide -
T_3850 T_0000039586 M - - - - bonafide bonafide -
T_1100 T_0000100408 F - - - - bonafide bonafide -
T_1541 T_0000096801 F - - - AC3 A05 spoof -
T_1779 T_0000033715 F - - - - bonafide bonafide -
T_1255 T_0000042480 F - - - - bonafide bonafide -
T_3526 T_0000096887 M - - - - bonafide bonafide -
T_0673 T_0000089583 M - - - - bonafide bonafide -
T_4346 T_0000145699 F - - - AC2 A02 spoof -
T_5195 T_0000109574 M - - - AC3 A01 spoof -
T_1869 T_0000069413 F - - - AC3 A05 spoof -
T_5195 T_0000084274 M - - - AC3 A06 spoof -
T_1492 T_0000161174 M - - - AC2 A08 spoof -
T_3280 T_0000138400 M - - - - bonafide bonafide -
T_4306 T_0000088250 M - - - AC2 A05 spoof -
T_0027 T_0000048436 F - - - AC3 A01 spoof -
T_2351 T_0000127327 M - - - - bonafide bonafide -
T_0282 T_0000060369 F - - - AC3 A02 spoof -
T_3702 T_0000024808 M - - - - bonafide bonafide -
T_2840 T_0000084726 F - - - AC2 A01 spoof -
T_3392 T_0000025359 F - - - AC2 A07 spoof -
T_2845 T_0000146445 F - - - AC3 A07 spoof -
T_0634 T_0000170089 M - - - AC3 A01 spoof -
T_0316 T_0000063679 M - - - - bonafide bonafide -
T_3988 T_0000075329 M - - - - bonafide bonafide -
T_5257 T_0000143970 M - - - AC3 A05 spoof -
T_1902 T_0000119071 M - - - AC3 A07 spoof -
T_5192 T_0000172525 M - - - AC2 A04 spoof -
T_4022 T_0000105584 F - - - - bonafide bonafide -
T_1308 T_0000155886 F - - - AC3 A05 spoof -
T_1711 T_0000062191 M - - - - bonafide bonafide -
T_4211 T_0000145512 M - - - - bonafide bonafide -
T_1919 T_0000166730 F - - - AC2 A08 spoof -
T_3603 T_0000134439 M - - - AC3 A05 spoof -
T_3714 T_0000047021 F - - - - bonafide bonafide -
T_3307 T_0000056662 F - - - AC3 A08 spoof -
T_3583 T_0000122700 F - - - - bonafide bonafide -
T_3683 T_0000147597 F - - - AC3 A06 spoof -
T_2386 T_0000082123 M - - - AC2 A07 spoof -
T_1916 T_0000126848 F - - - - bonafide bonafide -
T_3280 T_0000067561 M - - - AC3 A01 spoof -
T_0517 T_0000013269 M - - - AC2 A06 spoof -
T_1753 T_0000048854 M - - - - bonafide bonafide -
T_5051 T_0000082720 M - - - AC2 A01 spoof -
T_3912 T_0000068276 F - - - - bonafide bonafide -
T_2864 T_0000177219 F - - - - bonafide bonafide -
T_0696 T_0000133913 F - - - - bonafide bonafide -
T_0141 T_0000159182 F - - - AC3 A03 spoof -
T_2498 T_0000118943 M - - - - bonafide bonafide -
T_2077 T_0000008848 M - - - AC3 A03 spoof -
T_3758 T_0000019260 M - - - - bonafide bonafide -
T_0622 T_0000146553 F - - - - bonafide bonafide -
T_4996 T_0000133281 F - - - AC2 A02 spoof -
T_1122 T_0000072564 M - - - AC3 A07 spoof -
T_2507 T_0000128479 M - - - - bonafide bonafide -
T_0287 T_0000024381 M - - - - bonafide bonafide -
T_1345 T_0000107938 M - - - - bonafide bonafide -
T_3587 T_0000091401 F - - - AC3 A03 spoof -
T_3373 T_0000098287 F - - - AC2 A05 spoof -
T_0881 T_0000155060 M - - - AC2 A05 spoof -
T_4787 T_0000086995 F - - - - bonafide bonafide -
T_3280 T_0000021888 M - - - - bonafide bonafide -
T_4399 T_0000089396 F - - - - bonafide bonafide -
T_3714 T_0000159302 F - - - AC2 A05 spoof -
T_5184 T_0000069807 M - - - - bonafide bonafide -
T_0634 T_0000002641 M - - - - bonafide bonafide -
T_1593 T_0000088960 F - - - AC2 A05 spoof -
T_3373 T_0000000118 F - - - AC2 A07 spoof -
T_2905 T_0000114170 F - - - - bonafide bonafide -
T_4243 T_0000048425 M - - - AC3 A08 spoof -
T_3106 T_0000122353 F - - - AC2 A01 spoof -
T_0101 T_0000083017 F - - - AC2 A04 spoof -
T_0796 T_0000033396 F - - - AC3 A08 spoof -
T_2314 T_0000123503 M - - - - bonafide bonafide -
T_4362 T_0000122228 M - - - - bonafide bonafide -
T_4830 T_0000023544 M - - - AC3 A04 spoof -
T_2791 T_0000135058 F - - - - bonafide bonafide -
T_2098 T_0000156977 M - - - - bonafide bonafide -
T_3454 T_0000007113 F - - - - bonafide bonafide -
T_1737 T_0000122624 F - - - - bonafide bonafide -
T_2468 T_0000176256 M - - - - bonafide bonafide -
T_1936 T_0000133396 M - - - AC2 A05 spoof -
T_0027 T_0000130486 F - - - - bonafide bonafide -
T_3603 T_0000101803 M - - - - bonafide bonafide -
T_2150 T_0000003997 M - - - AC3 A08 spoof -
T_5284 T_0000105427 F - - - - bonafide bonafide -
T_1539 T_0000102362 F - - - - bonafide bonafide -
T_4684 T_0000048746 M - - - - bonafide bonafide -
T_5453 T_0000043294 F - - - - bonafide bonafide -
T_0326 T_0000167204 M - - - - bonafide bonafide -
T_3093 T_0000151064 F - - - - bonafide bonafide -
T_1919 T_0000154311 F - - - AC2 A06 spoof -
T_0842 T_0000118564 M - - - AC3 A06 spoof -
T_0287 T_0000065062 M - - - AC3 A04 spoof -
T_1812 T_0000181483 F - - - - bonafide bonafide -
T_1711 T_0000013513 M - - - AC2 A03 spoof -
T_5093 T_0000053575 M - - - - bonafide bonafide -
T_0519 T_0000181161 M - - - AC2 A07 spoof -
T_0650 T_0000112904 M - - - - bonafide bonafide -
T_1779 T_0000132495 F - - - AC2 A02 spoof -
T_1723 T_0000159107 M - - - - bonafide bonafide -
T_0282 T_0000138209 F - - - AC3 A06 spoof -
T_0012 T_0000164772 M - - - AC3 A04 spoof -
T_1799 T_0000058996 M - - - AC3 A08 spoof -
T_5257 T_0000164686 M - - - - bonafide bonafide -
T_0046 T_0000046096 F - - - AC3 A07 spoof -
T_0712 T_0000089725 M - - - AC2 A05 spoof -
T_4279 T_0000174715 M - - - AC3 A05 spoof -
T_4738 T_0000064536 M - - - AC3 A01 spoof -
T_0529 T_0000181098 F - - - - bonafide bonafide -
T_1304 T_0000010032 M - - - AC3 A03 spoof -
